year_month,member_type,total_rides,avg_ride_duration_minutes,ride_share
2023-12,casual,197,104.51388375634518,0.5267379679144385
2023-12,member,177,84.54670743879473,0.4732620320855615
2024-01,casual,207862,16.10702222187477,0.11013676622999531
2024-01,member,1679446,10.402052530507085,0.8898632337700046
2024-02,casual,252732,17.14258674676469,0.11916526039287023
2024-02,member,1868121,10.384526625496957,0.8808347396071298
2024-03,casual,422859,20.502334507720068,0.15883680668373762
2024-03,member,2239364,10.994966262429868,0.8411631933162624
