station_id,station_name,total_starts,total_ends,net_imbalance,total_volume
3220.01,58 St & Pier 4,344,347,-3,691
8012.04,3 Ave & Franklin Ave,726,729,-3,1455
8009.05,Adam Clayton Powell Blvd & W 151 St,1138,1141,-3,2279
8362.02,Walton Ave & E 176 St,527,530,-3,1057
5956.04,64 St & 51 Ave,332,335,-3,667
6740.01,W 52 St & 6 Ave,7016,7019,-3,14035
6692.03,104 St & 32 Ave,148,151,-3,299
4113.01,Pacific St & Rochester Ave,275,278,-3,553
6717.06,9 Ave & W 45 St,11814,11817,-3,23631
8040.03,E 167 St & Bryant Ave,219,222,-3,441
3460.05,2 Ave & 39 St,81,84,-3,165
8547.04,Broadway & Ellwood St,270,273,-3,543
6096.01,Van Cleef St & 108 St,160,163,-3,323
6877.06,25 Ave & 96 St,104,107,-3,211
6001.01,Borden Ave & Review Ave,488,491,-3,979
6762.02,E 58 St & 3 Ave,12060,12063,-3,24123
7853.01,Westchester Ave & Jackson Ave,1171,1174,-3,2345
6276.02,Woodside Ave & 55 St,435,438,-3,873
7511.19,5 Ave & E 103 St,6486,6489,-3,12975
3253.01,52 St & 1 Ave,166,169,-3,335
2912.08,6 Ave & 60 St,287,290,-3,577
7639.06,Walnut Ave & E 136 St,93,96,-3,189
6222.04,Corona Ave & 102 St,125,128,-3,253
6585.11,34 Ave & Junction Blvd,548,551,-3,1099
8472.08,Webster Ave & Ford St,374,377,-3,751
8703.05,Grand Concourse & E 199 St,309,312,-3,621
8430.03,Arthur Ave & E 183 St,287,290,-3,577
4587.02,Willoughby St & Ashland Pl,1632,1635,-3,3267
4735.16,Hancock St & Wyckoff Ave,1088,1091,-3,2179
4325.03,Thomas S. Boyland St & Macon St,514,517,-3,1031
7753.13,Lenox Ave & W 130 St,2550,2553,-3,5103
4399.03,Eldert St & Bushwick Ave,760,763,-3,1523
5241.02,Metropolitan Ave & Vandervoort Ave,371,374,-3,745
6645.06,32 Ave & 75 St,379,382,-3,761
8265.09,Grand Concourse & E Mount Eden Ave,818,821,-3,1639
3368.04,Caton Ave & Bedford Ave,1558,1561,-3,3119
3486.02,Clarkson Ave & Utica Ave,188,191,-3,379
3454.01,Clarkson Ave & Troy Ave,274,278,-4,552
6810.01,92 St & Astoria Blvd,284,288,-4,572
5043.06,Suydam St & St Nicholas Ave,888,892,-4,1780
8415.01,E 181 St & Bathgate Ave,439,443,-4,882
4319.07,Halsey St & Tompkins Ave,3844,3848,-4,7692
7082.14,23 Rd & 31 St,574,578,-4,1152
5216.06,Vesey St & Church St,1448,1452,-4,2900
4801.04,Melrose St & Broadway,3726,3730,-4,7456
5731.03,Maurice Ave & 53 Dr,131,135,-4,266
7253.04,Central Park West & W 76 St,7579,7583,-4,15162
6180.05,51 Ave & Alstyne Ave,85,89,-4,174
3243.02,47 St & 3 Ave,160,164,-4,324
3704.04,Flatbush Ave & Ocean Ave,2540,2544,-4,5084
5431.01,60 Pl & Flushing Ave,79,83,-4,162
7858.02,Bergen Ave & E 152 St,1173,1177,-4,2350
6037.02,53 Ave & 94 St,240,244,-4,484
3523.06,29 St & 5 Ave,645,649,-4,1294
6970.02,Ditmars Blvd & 102 St,224,228,-4,452
8144.09,E 174 St & Longfellow Ave,632,636,-4,1268
5351.03,Bayard St & Baxter St,7214,7218,-4,14432
6941.03,97 St & 23 Ave,191,195,-4,386
4023.05,Pacific St & Thomas S. Boyland St,251,255,-4,506
3759.07,Kingston Ave & Montgomery St,1344,1348,-4,2692
3847.04,Carroll St & Franklin Ave,1284,1288,-4,2572
7735.05,5 Ave & W 131 St,1946,1950,-4,3896
6280.12,E 32 St & Park Ave,12848,12852,-4,25700
8752.01,Bedford Park Blvd & Paul Ave,359,363,-4,722
6185.07,33 St & Queens Blvd,1168,1172,-4,2340
7844.05,Barry St & Tiffany St,352,356,-4,708
8306.03,Vyse Ave & E 181 St,347,351,-4,698
8387.03,Crotona Ave & E 183 St,329,333,-4,662
8384.03,W Tremont Ave & Grand Ave,341,345,-4,686
7940.04,E 156 St & Courtlandt Ave,562,566,-4,1128
8277.03,Washington Ave & E 174 St,108,112,-4,220
6683.01,112 St & Northern Blvd,204,208,-4,412
6677.03,32 Ave & 81 St,639,643,-4,1282
6053.01,Corona Ave & 111 St,182,186,-4,368
4039.04,St Marks Ave & Rochester Ave,425,429,-4,854
5365.02,Columbia St & Rivington St,5751,5755,-4,11506
7867.04,Southern Blvd & Tiffany St,379,383,-4,762
4077.07,Court St & Nelson St,3476,3480,-4,6956
6855.02,81 St & 24 Ave,238,243,-5,481
6334.03,Skillman Ave & Honeywell St,460,465,-5,925
8183.08,Nelson Ave & 167 St,851,856,-5,1707
8631.03,Decatur Ave & Oliver Pl,178,183,-5,361
6860.12,E 65 St & 2 Ave,5375,5380,-5,10755
7034.09,30 Ave & 12 St,778,783,-5,1561
3719.02,Lefferts Ave & Albany Ave,885,890,-5,1775
6398.08,E 35 St & Madison Ave,5846,5851,-5,11697
4727.06,Summerfield St & Cypress Ave,373,378,-5,751
7830.03,Prospect Ave & E 151 St,581,586,-5,1167
5688.02,64 St & 53 Dr,193,198,-5,391
3315.05,44 St & 3 Ave,259,264,-5,523
8756.03,Claflin Ave & Reservoir Ave,130,135,-5,265
5611.05,63 St & Borden Ave,194,199,-5,393
8330.05,Crotona Ave & E 179 St,362,367,-5,729
4830.02,61 St & 60 Ln,405,410,-5,815
3707.01,23 St & 3 Ave,368,373,-5,741
6346.07,Warren St & Roosevelt Ave,601,606,-5,1207
7256.01,20 Ave & 31 St,328,333,-5,661
7432.04,W 90 St & Amsterdam Ave,4291,4296,-5,8587
4199.12,Carlton Ave & Dean St,6095,6100,-5,12195
5917.02,Bradley Ave & Greenpoint Ave,516,521,-5,1037
8717.07,E 201 St & Briggs Ave,282,287,-5,569
6146.01,99 St & 50 Ave,105,110,-5,215
7654.04,E 138 St & Willow Ave,464,469,-5,933
8044.09,Intervale Ave & Kelly St,236,241,-5,477
4781.03,Concord St & Bridge St,2853,2858,-5,5711
4826.04,Wallabout St & Kent Ave,911,916,-5,1827
8284.01,Bronx Park S & Bryant Ave,263,268,-5,531
4461.04,DeKalb Ave & Vanderbilt Ave,6316,6321,-5,12637
7165.01,26 Ave & 2 St,604,609,-5,1213
6113.07,51 Ave & Junction Blvd,115,120,-5,235
6099.02,76 St & 45 Ave,286,291,-5,577
6143.01,36 St & 47 Ave,556,561,-5,1117
6551.11,E 43 St & Madison Ave,14751,14756,-5,29507
5291.05,Graham Ave & Conselyea St,7861,7866,-5,15727
5248.05,Eliot Ave & 60 Ln,263,268,-5,531
8756.07,Sedgwick Ave & W 231 St,276,282,-6,558
5076.04,Scholes St & Lorimer St,2722,2728,-6,5450
4419.03,Washington Ave & Greene Ave,3524,3530,-6,7054
8786.01,Giles Pl & Fort Independence St,309,315,-6,624
8346.06,E 180 St & Prospect Ave,347,353,-6,700
4871.02,71 Ave & Myrtle Ave,1073,1079,-6,2152
8849.03,Broadway & W 234 St,255,261,-6,516
3309.04,Church Ave & E 42 St,119,125,-6,244
6273.03,Case St & 94 St,231,237,-6,468
6258.02,72 St & Broadway,1090,1096,-6,2186
6191.06,61 St & Woodside Ave,2337,2343,-6,4680
8381.04,W 181 St & Riverside Dr,773,779,-6,1552
7144.02,31 St & Ditmars Blvd,5629,5635,-6,11264
6231.01,46 Ave & Junction Blvd,186,192,-6,378
8384.04,University Ave & Morton Pl,209,215,-6,424
6239.08,E 31 St & 3 Ave,11263,11269,-6,22532
8392.02,E 180 St & Monterey Ave,365,371,-6,736
4261.03,Patchen Ave & Bainbridge St,682,688,-6,1370
6337.09,103 St & 41 Ave,362,368,-6,730
3121.01,Cortelyou Rd & Albany Ave,136,142,-6,278
6287.02,111 St & 49 Ave,322,328,-6,650
3639.04,Schenectady Ave & Maple St,101,107,-6,208
5854.1,Stuyvesant Walk & 1 Ave Loop,217,223,-6,440
6727.02,30 Ave & 70 St,556,562,-6,1118
3457.03,Prospect Park SW & Vanderbilt St,1989,1995,-6,3984
4014.01,Pacific St & Sackman St,127,133,-6,260
6763.08,31 Ave & 103 St,187,193,-6,380
6070.05,55 Ave & 97 Pl,82,88,-6,170
7657.03,St Ann's Ave & Bruckner Blvd,548,554,-6,1102
5362.08,Withers St & Kingsland Ave,1254,1260,-6,2514
8601.04,Grand Concourse & E 192 St,513,519,-6,1032
5510.05,57 Rd & 58 St,87,93,-6,180
3046.03,E 3 St & Church Ave,590,596,-6,1186
3576.1,Rutland Rd & Brooklyn Ave,621,627,-6,1248
8183.02,University Ave & W 168 St,301,307,-6,608
6151.03,47 Ave & 31 St,1079,1085,-6,2164
7818.17,W 129 St & Convent Ave,1628,1634,-6,3262
6155.03,Corona Ave & 92 St,170,176,-6,346
6468.01,54 St & 37 Ave,324,330,-6,654
8428.04,W Tremont Ave & Matthewson Rd,326,332,-6,658
6361.03,9 St & 44 Rd,998,1005,-7,2003
3211.06,53 St & 2 Ave,533,540,-7,1073
7032.06,Hazen St & 20 Ave,490,497,-7,987
8190.03,E 171 St & Webster Ave,548,555,-7,1103
8351.06,E 178 St & Monterey Ave,291,298,-7,589
3946.07,1 St & 6 Ave,3555,3562,-7,7117
6682.08,E 60 St & York Ave,3127,3134,-7,6261
6080.07,90 St & 51 Ave,201,208,-7,409
5501.06,Fresh Pond Rd & Flushing Ave,170,177,-7,347
8024.05,E 169 St & Fox St,272,279,-7,551
7233.05,Crescent St & Ditmars Blvd,1123,1130,-7,2253
4892.02,Lorimer St & Harrison Ave,162,169,-7,331
7163.07,20 Ave & 42 St,529,536,-7,1065
6248.08,5 Ave & E 30 St,9879,9886,-7,19765
4757.06,Seneca Ave & Decatur St,192,199,-7,391
8323.05,Townsend Ave & E 175 St,449,456,-7,905
4904.03,Cypress Hills St & Otto Rd,208,215,-7,423
6459.07,W 30 St & 10 Ave,15955,15962,-7,31917
4494.04,Lafayette Ave & St James Pl,4578,4585,-7,9163
6536.02,62 St & Northern Blvd,355,362,-7,717
7820.05,Hunts Point Ave & Bryant Ave,279,286,-7,565
4470.09,Lafayette Ave & Ft Greene Pl,8678,8685,-7,17363
6996.01,30 Ave & 21 St,1266,1273,-7,2539
8272.01,Clinton Ave & E Tremont Ave,308,315,-7,623
3394.03,McDonald Ave & Vanderbilt St,600,607,-7,1207
6720.07,34 Ave & 31 St,2013,2020,-7,4033
3991.04,Prospect Pl & Howard Ave,270,277,-7,547
3552.09,Bedford Ave & Fenimore St,1180,1187,-7,2367
7967.04,River Ave & E 151 St,1671,1678,-7,3349
6994.06,Ditmars Blvd & 79 St,559,566,-7,1125
5471.04,Grand Ave & 58 Ave,97,104,-7,201
6925.09,2 Ave & E 72 St,12484,12491,-7,24975
8285.09,E 174 St & Walton Ave,525,532,-7,1057
6105.02,100 St & Lewis Ave,246,253,-7,499
6515.01,Mets Plaza at Citi Field,124,131,-7,255
5156.05,S 4 St & Rodney St,4756,4763,-7,9519
4357.01,Moffat St & Bushwick,599,606,-7,1205
4253.02,Thomas S. Boyland St & Marion St,693,700,-7,1393
7935.07,Brook Ave & E 157 St,654,661,-7,1315
8085.09,St Nicholas Ave & W 157 St,607,615,-8,1222
3728.05,New York Ave & Montgomery St,747,755,-8,1502
7579.01,Pleasant Ave & E 120 St,1579,1587,-8,3166
6086.02,Borden Ave & 25 St,123,131,-8,254
6668.06,90 St & 32 Ave,679,687,-8,1366
8582.02,Bainbridge Ave & E 193 St,154,162,-8,316
6062.03,103 St & Martense Ave,447,455,-8,902
5953.03,97 St & 57 Ave,298,306,-8,604
3776.05,Montgomery St & Franklin Ave,1460,1468,-8,2928
3625.07,Rogers Ave & Lincoln Rd,1651,1659,-8,3310
3982.01,Eastern Pkwy\t& St Marks Ave,184,192,-8,376
3439.03,Bedford Ave & Clarkson Ave,1644,1652,-8,3296
6921.04,23 Ave & 83 St,265,273,-8,538
6340.09,37 Ave & 63 St,482,490,-8,972
7540.02,E 114 St & 1 Ave,1715,1723,-8,3438
7060.02,21 Ave & 80 St,300,308,-8,608
3388.02,41 St & 3 Ave,125,133,-8,258
7049.04,E 82 St & East End Ave,5199,5207,-8,10406
4339.01,Butler St & Court St,3757,3765,-8,7522
8428.05,Sedgwick Ave & W Tremont Ave,604,612,-8,1216
7795.09,Frederick Douglass Blvd & W 129 St,1489,1497,-8,2986
5115.05,Willoughby Ave & Onderdonk Ave,1108,1116,-8,2224
7918.12,Melrose Ave & E 154 St,742,750,-8,1492
8507.02,Dyckman St & 10 Ave,171,179,-8,350
4591.04,Central Ave & Weirfield St,1223,1231,-8,2454
7751.05,Wales Ave & E 147 St,557,565,-8,1122
6408.08,75 St & 35 Ave,1293,1301,-8,2594
6417.04,65 St & 35 Ave,242,250,-8,492
8129.02,Southern Blvd & E 172 St,440,448,-8,888
8068.01,Washington Ave & E 167 St,979,987,-8,1966
7618.01,Bronx Shore Comfort Station,362,370,-8,732
6383.06,60 St & 37 Ave,286,294,-8,580
7212.05,E 85 St & 3 Ave,13181,13189,-8,26370
8795.01,Jerome Ave & E Mosholu Pkwy S,1072,1080,-8,2152
8802.05,W 233 St & Albany Crescent,81,89,-8,170
6857.09,31 Ave & 30 St,2616,2625,-9,5241
5945.01,60 Ave & Otis Ave,179,188,-9,367
6198.03,Forley St & Lamont Ave,420,429,-9,849
7365.08,E 97 St & 3 Ave,2318,2327,-9,4645
6358.05,48 St & Barnett Ave,564,573,-9,1137
3512.03,Winthrop St & Rogers Ave,783,792,-9,1575
6249.02,41 Ave & 80 St,602,611,-9,1213
3070.04,E 16 St & Cortelyou Rd,944,953,-9,1897
8025.01,E 153 St & E 157 St,532,541,-9,1073
8478.11,Jerome Ave & E 181 St,242,251,-9,493
7798.02,Willis Ave & E 143 St,909,918,-9,1827
7945.03,Walton Ave & E 151 St,993,1002,-9,1995
5160.01,Metropolitan Ave & 65 Ln,317,326,-9,643
6174.03,79 St & Woodside Ave,463,472,-9,935
6171.02,111 St & 53 Ave,261,270,-9,531
4342.04,Hancock St & Malcolm X Blvd,1566,1575,-9,3141
6116.03,61 St & Queens Blvd,835,844,-9,1679
8811.01,Paul Ave & Mosholu Pkwy,300,309,-9,609
5225.09,Woodward Ave & Starr St,240,249,-9,489
8285.11,Featherbed Ln & Jerome Ave,212,221,-9,433
6138.02,Martense Ave & 108 St,191,200,-9,391
6141.02,72 St & Woodside Ave,499,508,-9,1007
4366.1,Decatur St & Saratoga Ave,242,251,-9,493
3480.04,Parkside Ave & Flatbush Ave,1448,1457,-9,2905
6067.01,48 Ave & 37 St,720,729,-9,1449
4829.01,Columbia Heights & Cranberry St,2424,2433,-9,4857
6612.09,71 St & 32 Ave,863,872,-9,1735
7727.07,Amsterdam Ave & W 119 St,3656,3665,-9,7321
4080.01,Schenectady Ave & Pacific St,875,884,-9,1759
4086.05,Columbia St & W 9 St,500,509,-9,1009
7210.07,21 St & 23 Ave,958,967,-9,1925
5611.04,61 St & Borden Ave,72,81,-9,153
5401.03,59 St & 59 Rd,67,76,-9,143
3842.08,10 St & 5 Ave,2646,2655,-9,5301
5473.06,Monitor St & Meeker Ave,1842,1851,-9,3693
4862.07,Cooper Ave & 65 Pl,369,378,-9,747
4947.04,Central Ave & Flushing Ave,1331,1341,-10,2672
6190.03,W 18 St & 9 Ave,3029,3039,-10,6068
8356.02,E Tremont Ave & E 176 St,709,719,-10,1428
4707.03,Myrtle Ave & Marcy Ave,2519,2529,-10,5048
6709.05,31 Ave & 86 St,486,496,-10,982
7910.01,Lenox Ave & W 144 St,1318,1328,-10,2646
4237.01,Lewis Ave & Decatur St,931,941,-10,1872
4187.04,Sumpter St & Fulton St,317,327,-10,644
8167.02,Wilkins Ave & Crotona Park E,584,594,-10,1178
8715.01,Broadway & W 220 St,305,315,-10,620
5548.01,58 St & 56 Dr,226,236,-10,462
5579.04,55 Dr & Maurice Ave,331,341,-10,672
8741.01,Bailey Ave & W 229 St,144,154,-10,298
8096.02,Jerome Ave & E 164 St,452,462,-10,914
8862.02,Bailey Ave & W 238 St,180,190,-10,370
5027.02,Bushwick Ave & McKibbin St,990,1000,-10,1990
7777.02,E 144 St & Brook Ave,610,620,-10,1230
6533.02,37 Ave & 106 St,130,140,-10,270
3283.05,48 St & 2 Ave,189,199,-10,388
8156.01,E 170 St & Clay Ave,827,837,-10,1664
5510.02,57 Rd & 59 St,102,112,-10,214
6188.04,Corona Ave & 98 St,88,98,-10,186
5854.10,Stuyvesant Walk & 1 Ave Loop,376,386,-10,762
7196.04,20 Ave & 38 St,1502,1512,-10,3014
8245.03,Mount Eden Pkwy & Eastburn Ave,342,352,-10,694
4987.06,White St & Moore St,1737,1747,-10,3484
6234.08,59 St & 41 Ave,89,99,-10,188
6255.02,49 Ave & 108 St,84,94,-10,178
6295.07,47 Ave & 104 St,108,118,-10,226
6905.02,100 St & Humphreys St,136,146,-10,282
5360.02,60 St & 60 Rd,275,285,-10,560
8403.02,E Tremont Ave & Jerome Ave,421,431,-10,852
7047.07,35 St & 23 Ave,1002,1012,-10,2014
6019.04,Ash St & Manhattan Ave,2968,2978,-10,5946
6772.11,30 Ave & 96 St,260,270,-10,530
5128.04,Catherine St & Monroe St,4734,4744,-10,9478
6718.02,77 St & 31 Ave,747,757,-10,1504
8597.01,Decatur Ave & E 197 St,107,117,-10,224
7571.01,Sunken Meadow Comfort Station,858,869,-11,1727
4553.04,Kosciuszko St & Tompkins Ave,3834,3845,-11,7679
6629.06,48 St & Broadway,2490,2501,-11,4991
6560.15,Broadway & W 38 St,11343,11354,-11,22697
4654.01,Norman St & Wyckoff Ave,1820,1831,-11,3651
6869.06,Butler St & 27 Ave,129,140,-11,269
8699.01,Marion Ave & Mosholu Pkwy,418,429,-11,847
8236.01,Crotona Park North & Prospect Ave,407,418,-11,825
7018.01,31 St & Hoyt Ave N,2173,2184,-11,4357
8225.05,Clay Ave & Claremont Pkwy,328,339,-11,667
6682.03,E 58 St & 1 Ave (NE Corner),4613,4624,-11,9237
5170.01,Stagg St & Morgan Ave,1614,1625,-11,3239
5540.06,56 Dr & 61 St,164,175,-11,339
3359.03,Linden Blvd & Nostrand Ave,637,648,-11,1285
6901.01,Broadway & 12 St,1505,1516,-11,3021
3779.02,3 Ave & 17 St,356,367,-11,723
6234.04,Woodside Ave & 60 St,799,810,-11,1609
8004.03,Westchester Ave & Southern Blvd,1241,1252,-11,2493
3544.02,Winthrop St & Nostrand Ave,652,663,-11,1315
7803.08,E 138 St & Grand Concourse,627,638,-11,1265
7640.04,E 118 St & Madison Ave,2766,2777,-11,5543
6131.13,E 27 St & Park Ave S,9954,9965,-11,19919
8248.05,Boston Rd & E 178 St,685,696,-11,1381
3347.03,41 St & 4 Ave,831,842,-11,1673
6089.08,Lexington Ave & E 26 St,5576,5587,-11,11163
3286.07,Rogers Ave & Snyder Ave,296,307,-11,603
5998.09,61 St & Laurel Hill Blvd,448,459,-11,907
5878.02,60 Ave & Junction Blvd,573,584,-11,1157
7896.11,E 156 St & Brook Ave,1194,1205,-11,2399
8325.08,Southern Blvd & E 180 St,644,655,-11,1299
7052.01,W 63 St & Broadway,10582,10593,-11,21175
8776.02,Marble Hill Ave & W 227 St,89,101,-12,190
8711.02,W 225 St & Exterior St,758,770,-12,1528
5250.05,Bushwick Ave & Powers St,3083,3095,-12,6178
8076.08,West Farms Rd & Boone Ave,173,185,-12,358
8467.03,E 184 St & 3 Ave,349,361,-12,710
7652.04,Lexington Ave & E 120 St,1737,1749,-12,3486
3803.05,6 Ave & 12 St,3041,3053,-12,6094
3125.09,Ocean Pkwy & Church Ave,1263,1275,-12,2538
5018.06,Knickerbocker Ave & Thames St,1633,1645,-12,3278
4933.03,Marcy Ave & Lynch St,307,319,-12,626
8362.09,Jerome Ave & W 177 St,167,179,-12,346
6304.04,98 St & 41 Ave,231,243,-12,474
7701.21,5 Ave & W 126 St,2935,2947,-12,5882
5409.02,Page Pl & Grand Ave,203,215,-12,418
8016.07,Park Ave & E 162 St,852,864,-12,1716
6143.05,39 St & 47 Ave,870,882,-12,1752
8252.03,Crotona Pkwy & Elsmere Pl,438,450,-12,888
6185.04,33 St & 47 Ave,508,520,-12,1028
4856.05,Irving Ave & Harman St,1468,1480,-12,2948
6737.03,36 Ave & 10 St,1853,1865,-12,3718
5851.01,Greenpoint Ave & Monitor St,681,693,-12,1374
6218.04,39 St & Queens Blvd,1241,1253,-12,2494
7901.04,Morris Ave & E 153 St,693,705,-12,1398
8374.02,Park Ave & E 179 St,242,254,-12,496
3917.03,St Johns Pl & Howard Ave,141,153,-12,294
7740.08,Brook Ave & E 141 St,604,616,-12,1220
8441.01,Morris Ave & E Burnside Ave,989,1001,-12,1990
6741.03,91 St & 31 Ave,317,329,-12,646
3178.02,57 St & 1 Ave,234,246,-12,480
8451.07,E 182 St & Park Ave,240,252,-12,492
7755.03,St Ann's Ave & E 144 St,782,794,-12,1576
6686.07,72 St & 31 Ave,91,103,-12,194
4615.01,Wyckoff Ave & Cooper Ave,598,610,-12,1208
7759.08,Willis Ave & E 141 St,853,865,-12,1718
4354.07,Atlantic Ave & Fort Greene Pl,5586,5598,-12,11184
4977.03,65 St & Otto Rd,500,513,-13,1013
8664.06,Decatur Ave & Bedford Park Blvd,254,267,-13,521
8655.02,Dyckman St & Staff St,469,482,-13,951
4933.04,Marcy Ave & Rutledge St,163,176,-13,339
4971.01,Hart St & Wyckoff Ave,1297,1310,-13,2607
3246.06,New York Ave & Snyder Ave,157,170,-13,327
7342.01,21 Ave & Shore Blvd,1205,1218,-13,2423
6240.05,Elmhurst Ave & Forley St,456,469,-13,925
3520.01,Flatbush Ave & Fenimore St,1251,1264,-13,2515
7957.11,E 158 St & Melrose Ave,592,605,-13,1197
7840.11,E 147 St & Bergen Ave,704,717,-13,1421
6457.06,104 St & 38 Ave,309,322,-13,631
7291.06,Ditmars Blvd & 19 St,1226,1239,-13,2465
8441.05,Davidson Ave & W Burnside Ave,575,588,-13,1163
5382.07,Forsyth St & Grand St,14157,14170,-13,28327
4832.07,Central Ave & Melrose St,1403,1416,-13,2819
4862.04,Myrtle Ave & 65 St,805,818,-13,1623
8643.01,Bailey Ave & Sedgwick Ave,116,129,-13,245
6165.06,Whitney Ave & Ketcham Pl,290,303,-13,593
6123.02,Corona Ave & 90 St,157,170,-13,327
7137.04,Steinway St & 21 Ave,1524,1537,-13,3061
8111.04,Gerard Ave & E 165 St,489,502,-13,991
6579.03,58 St & 32 Ave,533,546,-13,1079
3093.07,57 St & 4 Ave,473,486,-13,959
8876.04,Van Cortlandt Park S & Gouverneur Ave,168,181,-13,349
8782.01,Paul Ave & W 205 St,616,629,-13,1245
2832.03,4 Ave & Shore Road Dr,490,503,-13,993
8897.05,W 238 St & Tibbett Ave,200,214,-14,414
2932.03,Wakeman Pl & Ridge Blvd,520,534,-14,1054
8815.01,Sedgwick Ave & Giles Pl,215,229,-14,444
4301.07,MacDonough St & Malcolm X Blvd,923,937,-14,1860
8707.04,Strong St & University Ave,434,448,-14,882
6679.11,35 St & 34 Ave,1565,1579,-14,3144
6157.04,10 Ave & W 14 St,9183,9197,-14,18380
4377.04,Cambridge Pl & Gates Ave,3281,3295,-14,6576
6701.05,Jackson Mill Rd & 93 St,636,650,-14,1286
4278.03,Marcus Garvey Blvd & Macon St,2256,2270,-14,4526
8500.01,Grand Ave & W 181 St,536,550,-14,1086
4054.06,Dwight St & Dikeman St,397,411,-14,808
8080.01,Freeman St & Reverend James A Polite Ave,123,137,-14,260
6709.01,31 Ave & 84 St,377,391,-14,768
3294.03,E 21 St & Church Ave,852,866,-14,1718
3318.05,E 34 St & Church Ave,157,171,-14,328
4812.04,Sands St Gate,3695,3709,-14,7404
8133.08,Boston Rd & Prospect Ave,1650,1664,-14,3314
8293.12,Arthur Ave & E Tremont Ave,627,641,-14,1268
3555.04,24 St & 5 Ave,1101,1115,-14,2216
6319.03,44 Dr & 21 St,3334,3348,-14,6682
5956.05,50 Ave & 65 St,674,688,-14,1362
7704.04,Adam Clayton Powell Blvd & W 123 St,4083,4097,-14,8180
3874.01,5 St & 6 Ave,2584,2598,-14,5182
5099.03,White St & Johnson Ave,561,575,-14,1136
3585.06,Nostrand Ave & Rutland Rd,894,908,-14,1802
8665.09,Isham St & Broadway,981,995,-14,1976
4732.04,Carlton Ave & Park Ave,2668,2682,-14,5350
8241.07,3 Ave & E 174 St,694,708,-14,1402
7613.04,E 134 St & Walnut Ave,62,76,-14,138
4120.02,Fulton St & Williams Ave,435,449,-14,884
5326.06,Stanton St & Mangin St,3433,3447,-14,6880
6743.06,Newton Rd & 44 St,1168,1182,-14,2350
7079.06,Central Park West & W 68 St,11445,11459,-14,22904
8619.02,Jerome Ave & W 193 St,584,599,-15,1183
4212.01,MacDougal St & Rockaway Ave,450,465,-15,915
8502.04,Crotona Ave & E Fordham Rd,421,436,-15,857
8061.01,Jerome Ave & Anderson Ave,320,335,-15,655
8052.01,Webster Ave & E 166 St,404,419,-15,823
2898.01,Cortelyou Rd & Stratford Rd,1355,1370,-15,2725
8866.01,Tibbett Ave & W 234 St,71,86,-15,157
8831.03,Bailey Ave & W 234 St,70,85,-15,155
8819.05,Naples Terrace & Godwin Terrace,132,147,-15,279
5473.03,Engert Ave & McGuinness Blvd,2312,2327,-15,4639
4906.07,George St & Wilson Ave,1527,1542,-15,3069
8307.05,Macombs Rd & Featherbed Ln,278,293,-15,571
8137.06,3 Ave & E 170 St,1056,1071,-15,2127
6750.16,35 St & Broadway,2799,2814,-15,5613
4768.02,Park Ave & Marcus Garvey Blvd,2074,2089,-15,4163
7068.07,8 St & Astoria Blvd,1238,1253,-15,2491
5403.05,Graham Ave & Herbert St,2146,2161,-15,4307
5896.01,E 17 St & 2 Ave,8138,8153,-15,16291
3155.01,Schenectady Ave & Cortelyou Rd,94,109,-15,203
8130.02,E 165 St & Jerome Ave,269,284,-15,553
8636.04,Dyckman St & Henshaw St,309,324,-15,633
6329.06,47 Ave & 109 St,92,107,-15,199
6194.06,29 St & Skillman Ave,358,373,-15,731
6814.01,Motorgate,3508,3523,-15,7031
3495.08,Lenox Rd & E 43 St,236,251,-15,487
8041.07,E 161 St & River Ave,2477,2492,-15,4969
4199.13,Carlton Ave & St Marks Ave,2513,2528,-15,5041
7722.06,E 141 St & St Ann's Ave,763,778,-15,1541
5187.03,Hope St & Union Ave,6674,6689,-15,13363
7803.02,E 138 St & Park Ave,1308,1323,-15,2631
8218.04,Ogden Ave & Merriam Ave,511,526,-15,1037
4237.02,Albany Ave & Fulton St,1333,1348,-15,2681
4637.06,Fulton St & Adams St,8701,8716,-15,17417
8583.02,Sherman Ave & Thayer St,544,559,-15,1103
6793.01,Ditmars Blvd & 31 Dr,89,104,-15,193
2951.05,55 St & 7 Ave,499,515,-16,1014
8103.05,3 Ave & E 169 St,1421,1437,-16,2858
3710.07,Lefferts Ave & Schenectady Ave,1185,1201,-16,2386
5300.05,Metropolitan Ave & Meeker Ave,5500,5516,-16,11016
3169.07,53 St & 4 Ave,1106,1122,-16,2228
8269.01,Goble Pl & Macombs Rd,712,728,-16,1440
3214.04,Tilden Ave & Lott St,251,267,-16,518
7879.01,Melrose Ave & E 150 St,3390,3406,-16,6796
7450.05,Pleasant Ave & E 116 St,5064,5080,-16,10144
6780.06,87 St & 30 Ave,149,165,-16,314
7685.14,Mt Morris Park W & W 120 St,2932,2948,-16,5880
3022.01,Cortelyou Rd & E 19 St,980,996,-16,1976
3972.08,Henry St & Bay St,761,777,-16,1538
6762.04,3 Ave & E 62 St,7532,7548,-16,15080
5806.01,53 Ave & 62 St,162,178,-16,340
3526.04,Winthrop St & Schenectady Ave,97,113,-16,210
7062.07,18 St & 27 Ave,2508,2524,-16,5032
7626.02,Willow Ave & E 133 St,489,505,-16,994
5289.05,56 St & Arnold Ave,235,251,-16,486
